fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
6.826866091306874,0.19033582614133593,0.31932834771732815,7.290115691055187,0.020242556722942923,53.96641738586641,188.82277404627303,0.9936847043777348,3.2463059124453046,0.37302243527202333,11.026118248906096,8.0
7.078854413125022,0.2734625295750026,0.3665374704249974,2.3019379436250396,0.045326873521249866,34.0,106.67312647875013,0.9905855942675625,3.25827303003751,0.5123083530500018,12.8,8.0
7.2694554078061016,0.3086187854642711,0.38790844414542386,6.509629033648137,0.03290370966351863,27.083662234183045,124.61089184387797,0.9933472770390305,3.117237570928542,0.39556432624488125,11.1,8.0
6.3097661995031515,0.2254607881291805,0.2909766199503152,5.245392118708195,0.031258597197018914,57.258597197018915,134.96561121192434,0.9910492985985094,3.172585971970189,0.5416643957118281,12.332187040397478,8.0
7.9025623090580135,0.4052008246635761,0.459376725703947,9.768144166459338,0.034619114234988084,45.860803298654304,151.55678680538279,0.993361405956361,3.1293767257039473,0.2894875381883974,12.157132864751787,8.0
6.444404374920221,0.31111912501595596,0.31447650006382377,4.444765000638237,0.03355234999361762,35.33213124760661,99.2238250031912,0.9907825988757499,3.2889530001276475,0.6,12.54440437492022,8.0
6.686882839289468,0.24393514821315956,0.311114224643683,3.327221778557915,0.04136389110721043,35.50493728568426,96.62623432142107,0.9912093648235906,3.1738364024994747,0.5215092074984233,11.77771550712634,8.0
6.919983902773588,0.23444489158962256,0.40466693495377354,3.462252628094335,0.030577715177452842,65.91118265433961,179.0222043364151,0.991195559132717,3.24155832785566,0.578885758872642,12.453330650462265,8.0
6.358932719607405,0.19017788006543243,0.303928847973827,4.473240557513568,0.03018754839541973,56.99110599672838,127.19644239869135,0.9910682289426128,3.286426912157038,0.6858932719607406,12.42142304052346,8.0
6.790157422239517,0.2403690966660181,0.29030758055501504,1.996924194449849,0.04396309033339819,15.018454833300906,96.0,0.9923021603278092,3.2320300316630997,0.6390157422239517,10.415994188860786,8.0
6.907716714065965,0.20914963805617168,0.3403464904346824,7.241496380561717,0.02067559332991502,52.56377714578713,187.76062952429785,0.9934521259048597,3.236834623836382,0.37119685237851074,11.255590809206394,8.0
6.614253446024616,0.5658514895398601,0.4084471320502936,1.425956425104336,0.03012978212552168,27.87021787447832,74.62340595815944,0.9890832558470294,3.1906602045189927,0.3749362383263776,12.875318808368112,8.0
5.826315097300511,0.28626811248078365,0.1994256611310392,1.1722490555270868,0.03827750944472913,40.722490555270866,118.43062263881772,0.9890925362249615,3.331531131940886,0.3698564152827598,12.669377361182283,8.0
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8.0
5.761705740169163,0.16811808970401898,0.313960636765327,11.584254706130801,0.03361705740169163,15.798687892177567,98.3960636765327,0.9939573101789639,3.253960636765327,0.43234114803383267,11.278556681395324,8.0
6.9209724513471365,0.24790275486528637,0.35951377432643183,1.4580550973057274,0.041741652919171826,39.790275486528635,122.60486225673569,0.9923951377432643,3.2885413229792957,0.4437082645958591,10.923403579714977,8.0
7.08027023355455,0.46052971210618415,0.290394595328909,14.397512764512827,0.025420543184072376,22.276216730236296,142.4735143946908,0.9950316321563302,3.124340548617999,0.480394595328909,12.00789190657818,8.0
6.534235547518443,0.26951092074973654,0.39244539625131736,4.769824416314549,0.031755460374868275,24.524453962513174,125.52445396251318,0.9915067854422913,3.181685652745521,0.33524453962513173,11.908428263727606,8.0
6.317209833583065,0.3668839334332261,0.37860491679153263,5.107268437968248,0.02131160665667739,49.48370499250804,138.370926248127,0.9901050457413045,3.14370926248127,0.3656975416042337,12.771512291978832,8.0
6.47722502638968,0.17316750791690372,0.3445549947220642,1.645549947220642,0.03863350158338075,43.0,148.4554994722064,0.9914277497361031,3.3427749736103207,0.612774973610321,11.386125131948395,8.0
5.585611538866205,0.12125899034920701,0.33,2.853237501315168,0.043424461554648214,20.71223077732411,72.49640386031719,0.9889884172107392,3.174676249868483,0.33870499947393284,12.864028847165514,8.0
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8.0
7.366429706367717,0.3505500264819134,0.3544428647091181,1.138928382272047,0.03511142705817638,17.277856764544094,93.83357029363228,0.990272129017838,3.184485517562929,0.3644570823270551,12.061213793907323,8.0
5.853258719728492,0.22200719488332393,0.30399840113703913,5.546621365549442,0.03406677325753073,61.66693314382681,133.33386628765362,0.9906292043583879,3.19,0.5126469473568158,12.26001598862961,8.0
6.586996915964768,0.25600616807046306,0.3013003084035231,4.469969159647684,0.05817956823506759,27.69969159647685,152.56966075612453,0.9912639629915772,3.219597532771815,0.47049537394715274,12.173993831929536,8.0
5.89547812494123,0.27482394532645793,0.24864343748236892,2.0954781249412298,0.02730652343823463,52.56282421794191,125.08543359323576,0.9897477390624706,3.4208543359323578,0.6081912499764919,12.79547812494123,8.0
6.220949020572512,0.5824886238817075,0.438101958854977,1.9332157200379028,0.03528470617175345,28.790509794274886,76.25694123435069,0.9894430086386411,3.3111458814847397,0.4256133349732696,12.779050979427488,8.0
6.962553755809946,0.2337302895363533,0.27248208139668484,8.875465883686195,0.02887231220950273,36.62553755809945,121.2510751161989,0.9921489381453349,3.0487661267429838,0.33625537558099455,12.462553755809946,8.0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8.0
7.917269729524593,0.3427576756825136,0.49,8.903481351112026,0.033,39.82730270475407,181.65460540950815,0.9934621162158743,3.1327576756825137,0.38,12.327576756825136,8.0
6.5614547094909055,0.28156358715272833,0.28352003608799925,3.77876304583274,0.0391061847708363,36.508362324072756,96.8770905810182,0.9905721899242138,3.1913963406712735,0.5741890220138197,12.329599278240016,8.0
6.649637884442858,0.23608294656777784,0.30223831624698405,3.7352862923420656,0.04216787371852381,104.49637884442858,178.4963788444286,0.9918038248244911,3.0590256880993647,0.6073469509141267,11.327978953087301,8.0
5.71072241835693,0.3378555163286139,0.24428896734277228,3.8684916887251646,0.03259518387762046,45.55361209178465,115.59518387762046,0.9894510722418357,3.1897591938810232,0.5342889673427722,12.866083627535396,8.0
8.05373243949346,0.2949224133676563,0.4631337802532697,11.786621974673032,0.04282113668856134,44.38802681519618,147.77605363039237,0.9968985951594769,3.224478927392153,0.5279157095686111,10.604434859755035,8.0
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8.0
7.42511115395972,0.2509955538416112,0.33417037179865733,7.109955538416112,0.037616147948187975,9.417037179865734,85.35066692375833,0.99343913783091,3.0254977769208056,0.4264933307624168,10.964933307624168,8.0
7.731773761257273,0.2818128513508727,0.36136452477485453,6.3040923648241805,0.041863547522514546,39.77388220731091,161.54580990994182,0.993649706824298,3.26,0.37409357432456364,11.336452477485453,8.0
5.4,0.5012112065491924,0.1558873152213132,2.453238913278792,0.0318873152213132,31.9436576106566,128.82253695573735,0.9889589304235327,3.2781410107950495,0.6287044346884832,13.282253695573736,8.0
5.2,0.44,0.04,1.4,0.036000000000000004,43.0,119.0,0.9894,3.36,0.33,12.1,8.0
5.328675333288806,0.27855896000534336,0.3242891777762935,1.3714701333155221,0.021144103999465664,40.143134222103484,150.0,0.9885789226265161,3.3557205199973286,0.618578355552587,13.142649333422389,8.0
5.2,0.155,0.33,1.6,0.028,13.0,59.0,0.98975,3.3,0.84,11.9,8.0
7.771236744479855,0.22,0.3504719276551079,6.895280723448921,0.03257078914826619,12.714605425866909,88.33258733964388,0.9940665174679287,3.038584217034676,0.42049430746579153,10.595280723448921,8.0
7.009232405458422,0.31067297465884863,0.35226918986353944,5.672302783624733,0.03658843290447761,34.773081013646056,116.0,0.9911410956834308,2.977730810136461,0.34865405068230276,12.238654050682303,8.0
6.642107176459474,0.3269168285741277,0.2679704168038648,3.157892823540526,0.030421071764594746,22.51127546220075,110.46617361339774,0.9900920295831961,3.2666913193301124,0.4618040739521202,12.70225509244015,8.0
5.4,0.49553721639991727,0.15507674519998818,2.404604711999291,0.03107674519998818,31.53837259999409,128.98465096000237,0.9890375557156011,3.293541841200225,0.6481581152002837,13.298465096000236,8.0
6.715455805846626,0.3729986135687111,0.3581374349696323,9.164067591837414,0.02957727902923313,30.84544194153374,110.0,0.9922233549396583,3.1603169844457053,0.6703169844457051,12.669088388306747,8.0
7.840326856312634,0.1786557714562455,0.45731154291249104,12.801634281563171,0.043478651398129925,41.268845708750895,143.2688457087509,1.0000806537126252,3.245376914175018,0.7586557714562455,8.540326856312635,8.0
8.2,0.3671109015375144,0.36,1.1117118072161096,0.034,16.903696717917146,92.94221803075028,0.990673190494383,3.0394221803075028,0.32115563938499425,11.676887212300114,8.0
5.9924157914261835,0.3770617892003344,0.20924157914261832,3.8180057951359307,0.043180057951359305,28.407584208573816,134.73932633140947,0.9908214664253091,3.3189101050288583,0.6100477363149306,12.807584208573818,8.0
6.6447670298956725,0.27827518922106304,0.4058526490948824,8.255428095996049,0.03103488646736218,30.172481077893696,110.86240538946848,0.9922022883139334,3.1265698910312985,0.5710270814316933,12.155037844212606,8.0
7.205811117861887,0.2006113866948867,0.2611924984810754,7.158111178618871,0.10074939034030572,30.587166767928306,160.35169456258302,0.9944724817102092,3.1888377764276226,0.4765436041915658,10.847397190156038,8.0
5.5441173708733436,0.26294115805822293,0.38691181533988694,2.882353677671083,0.03273528951455574,22.72058685436672,126.27941314563328,0.9907726480438851,3.441029499223441,0.3982353677671083,12.117646322328918,8.0
6.71318585691642,0.29098821409701675,0.315274342766568,7.342861286695514,0.0404725657233432,6.956047143611933,80.78023571805967,0.9924802241153122,3.0417581142555226,0.471318585691642,11.448348142026873,8.0
6.239383129813076,0.19214709981380487,0.3038434098756271,1.080189806211361,0.036000000000000004,46.997627422357986,115.00237257764202,0.9907591933236017,3.39997627422358,0.4739145872048875,11.620284709317042,8.0
5.4890735789690375,0.18277926309288642,0.31453678948451896,13.169592001646878,0.031218528420619243,16.437056841238487,99.32779263092887,0.9938313274431736,3.255629431587615,0.36798093686594163,11.707601999588281,8.0
7.726980983477711,0.28123771801732533,0.36146038033044575,6.255206031472653,0.04185396196695543,39.898494429579515,161.5841521321783,0.9936180744909529,3.26,0.37438114099133735,11.346038033044577,8.0
6.790469669940747,0.2380425091683126,0.40682550550098756,3.706890623445256,0.030074048716436243,66.48680146693002,178.8782996332675,0.9912243400733465,3.263863556843538,0.5537024358218119,12.431744944990125,8.0
6.5765155728964695,0.2724543937572709,0.2730606229158588,4.964096218495519,0.03815303114579294,37.612124583171756,97.15303114579294,0.991083307564366,3.1984696885420707,0.5663331479255533,12.171512791779769,8.0
6.089309020519541,0.30465451025977075,0.37534548974022924,8.057888656625328,0.03057236082078166,70.0,170.8552783584367,0.9931861804103908,3.417861804103908,0.4,11.76414587688275,8.0
6.212491518723814,0.36063136095713927,0.2449966074895257,6.1687033529809785,0.03175016962552372,18.750169625523714,85.81262721914278,0.9895685947926458,3.0456211834257165,0.2781127021495307,13.243856015952321,8.0
6.869921142208364,0.24097634266250909,0.3076692952597212,6.7251971444790914,0.03781574665909758,32.766929525972124,121.11653523701393,0.9920210389309112,3.052629866363903,0.4028188760715333,11.806771810388849,8.0
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,8.0
6.5,0.2804172995601693,0.2895827004398307,3.804172995601693,0.034083459912033855,36.51043248900423,94.55216244502117,0.99026,3.2097913502199154,0.6097913502199154,12.6,8.0
6.62659251109321,0.3993073788826236,0.3851911013311852,4.344984802138088,0.03161385242234753,8.987259911254318,75.62659251109321,0.9910567755286608,3.1770859471157653,0.5298725991125431,11.977229515530494,8.0
6.614723478653982,0.4838041734806191,0.2725149568558852,11.02761564490132,0.029073617393269916,31.852765213460174,110.0,0.9929184079972875,3.2560126952787165,0.7660126952787165,12.870553042692036,8.0
7.161767811140472,0.25961767811140474,0.44019116094429767,7.0369168883817785,0.027000000000000003,24.923535622280944,126.03823218885952,0.9929808839055703,3.030131530047775,0.34286741416446465,11.101911609442976,8.0
6.989366103859711,0.2576843468317817,0.3804631306336437,4.947166890897593,0.03256946959504655,65.81474774654254,175.23156531682184,0.9921444243239628,3.2473583445448795,0.583104786088764,12.170840878513964,8.0
7.3,0.19498223660555514,0.2774733549083327,6.2263322545833635,0.09383181769145878,31.375444084861122,166.6841693635416,0.9937590642394812,3.194982236605555,0.3862455591513888,10.868416936354159,8.0
6.972270695769823,0.1838646521150886,0.3378165566158583,6.78821025922248,0.053613534788491145,42.27729304230177,121.0589487038876,0.9932021834433841,3.140502234653195,0.5277293042301772,11.138646521150886,8.0
7.7232791883833976,0.40310389178445294,0.4438798647305662,10.760324869699616,0.033459740547703135,46.0,150.6925324315371,0.9933379221643109,3.2276428650618363,0.3407175407464652,12.63850648630742,8.0
5.30920079763868,0.2819338922355127,0.5171460280006193,5.189146508249137,0.035806610776448734,53.59669461177563,156.3443512940812,0.9898998125345845,3.2686556487059186,0.3480661077644873,12.805895409414315,8.0
7.7808461762796455,0.33107857351168146,0.3390423088139823,1.2993955883716812,0.03699395588371681,16.40120882325664,93.89818676511504,0.9911149604119993,3.0968851617906195,0.415806588278938,11.310785735116815,8.0
5.905412922041285,0.26685319186259365,0.21955965288323623,1.1434862101668053,0.03856513789833195,40.43486210166805,118.35871552541701,0.9890537063837251,3.327935776270851,0.37488991322080906,12.741284474582987,8.0
6.6848809284474555,0.2395562792320495,0.28,7.115530226878267,0.046479869738231094,43.58668837696148,115.8044372076795,0.9925168613891822,3.2082662324607707,0.5941331162303851,11.793344188480742,8.0
6.0327440765512685,0.5094696688961414,0.438186019137817,1.67389178310474,0.0331813980862183,26.769921020683576,74.44248025517089,0.9891330976306205,3.2853984204136717,0.3704868089309813,12.827875987241455,8.0
6.605352481933601,0.2683942554199195,0.29317754602539237,3.6207310650390343,0.03989634467480483,36.15718014453119,96.7892950361328,0.9907951906082227,3.185250652529296,0.5557519575878873,12.136449079492152,8.0
5.7744688114228575,0.2782979207615239,0.34468071790580945,2.268083169539046,0.03657448019038097,23.87234405711429,125.12765594288571,0.9899510612392585,3.3680848763827615,0.3368083169539046,12.731916830460955,8.0
5.2,0.44,0.04,1.4,0.036000000000000004,43.0,119.0,0.9894,3.36,0.33,12.1,8.0
6.999128342272791,0.15030508020452304,0.3798474598977385,2.203704545340637,0.04695641711363956,33.01307486590813,96.0,0.9927946610964209,3.1302397058749825,0.3904576203067846,10.404794117499648,8.0
5.470728519542958,0.13131125453999115,0.33,2.4798676885146143,0.03882914078171833,18.414570390859165,68.47549818400354,0.9892153111739026,3.2120132311485383,0.4880529245941542,12.576821298857396,8.0
7.79416315933894,0.3142703949173676,0.4608397809063499,8.665515133925778,0.030598570192287643,41.57296050826324,181.37224560440706,0.9935828469299449,3.1505836840661057,0.3782846929944912,12.09416315933894,8.0
5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.98953,3.39,0.77,13.4,8.0
8.075664027965997,0.270715763883353,0.35,1.7443773607678859,0.03,37.94273888933176,102.97136944466588,0.9925306743751495,3.2220041388733884,0.6295705416699882,10.430062083100827,8.0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8.0
5.5824409432992566,0.4300973516400811,0.2650243379100203,7.743428764294526,0.03548783104498986,20.0,101.00486758200405,0.9902891796633565,3.1934631355201084,0.27497566208997976,13.084874734301284,8.0
6.574047613195352,0.2925952386804648,0.29961904527814076,3.925952386804648,0.029854762548511292,38.480952263907035,96.25952386804649,0.9903266428518758,3.229619045278141,0.6,12.6,8.0
7.900004798889413,0.32714347414292455,0.471429462650891,8.014333017624214,0.03314285028730084,37.714347414292455,179.57144913809748,0.9932071617099227,3.1471420344761007,0.3828570057460168,12.242859885079666,8.0
6.021914869968728,0.18726004544201216,0.3301371168902788,2.3054727593732136,0.04426028376677091,98.21914869968728,172.21914869968728,0.9907297209997242,3.2961654935673694,0.8235626558996605,11.676713961128485,8.0
5.892030503896876,0.28115538608946183,0.2746215443578472,4.803984748051562,0.031155386089461796,57.848617743138874,139.53784556421527,0.9902074089595391,3.1669323165367707,0.4015138225686113,12.476892278210764,8.0
7.619518876639093,0.25756054327629396,0.3190248618804066,9.429238029340578,0.03878043278061923,14.73167587463956,92.04875690597967,0.9944546335174927,3.0270729742164972,0.3526832412536044,10.841459484329945,8.0
6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8.0
6.677039280161134,0.26697885447734426,0.2984592143967773,6.171601315287132,0.05445317182839836,27.921450077744126,152.15105727613278,0.9919993353868117,3.2130513583645506,0.4884592143967773,12.169184287935545,8.0
7.156731108441138,0.1929522879966221,0.3445441645694983,9.5820503774903,0.032840812342712376,13.545583543050167,93.47756297186288,0.9943884081234271,3.106598971440635,0.38,10.886395885762541,8.0
6.408860471396968,0.15265814141909037,0.3582279057206064,1.7822790572060643,0.034531628283818075,43.0,149.82279057206065,0.9921113952860303,3.411139528603032,0.6811395286030321,11.04430235698484,8.0
6.546288342900164,0.2036390590633932,0.3746288342900163,1.4586605332329525,0.036925766858003264,43.97525561933442,148.53711657099836,0.9928339161525673,3.371237219033279,0.6363609409366068,10.317321066465905,8.0
7.945645465729877,0.42058766633209876,0.47291714637224685,9.472716806423705,0.03301888270146173,45.922350665328395,151.31059733868642,0.9930247418606537,3.142917146372247,0.2808709068540247,12.39716759478074,8.0
6.1667887279291875,0.19852801217227017,0.3236982787587028,2.6354632136164833,0.04377737090690271,99.66788727929188,173.66788727929188,0.9909776162677899,3.2414353694489737,0.7736616603799464,11.596228484483785,8.0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8.0
8.080197046757927,0.17066009844140242,0.4413201968828048,14.000985233789637,0.05227389171445734,42.86798031171951,144.86798031171952,1.0005603940935157,3.2773596062343904,0.7506600984414025,8.780197046757928,8.0
6.669764106793895,0.4232594825267145,0.31929949077481146,10.009364024312926,0.02934882053396948,31.30235893206104,110.0,0.9925386276631221,3.203724098545799,0.7137240985457989,12.760471786412209,8.0
5.87769866915392,0.2989103612296502,0.2899898288912184,3.933706273988661,0.03244399239516526,46.22199619758263,114.88900190120869,0.9896420368820178,3.187749524697829,0.563340114072521,12.833502851813028,8.0
6.8849411260055335,0.24725883109917002,0.3580823521000922,6.6589409830212105,0.028383529579981557,31.575294369972333,103.42470563002766,0.9920082352100092,3.3519176478999078,0.4949294226988011,12.17670591599631,8.0
8.084306407789342,0.1705231197403553,0.4410462394807106,14.021532038946706,0.05242456828560918,42.89537605192894,144.89537605192893,1.0005686128155786,3.277907521038579,0.7505231197403552,8.784306407789343,8.0
6.449378467319443,0.14374013029900834,0.3634915172267855,1.2386443683511974,0.03571073409896825,47.85536704948412,114.07231647525794,0.990981400980577,3.3919208811855155,0.5143389885154763,11.608474712886908,8.0
6.98204608291668,0.1562838709791618,0.3768580645104191,2.2763041476041077,0.04610230414583403,33.26930875624979,96.0,0.9926900322578647,3.1349373271979126,0.3994258064687427,10.498746543958257,8.0
7.086454040397953,0.3059362121193859,0.3004515319867349,6.183864899005118,0.040341963804642784,32.04515319867349,121.47742340066326,0.9928294284174857,3.153678552185711,0.442516574072958,11.518061279469396,8.0
7.059913135590775,0.19696091101584867,0.6501302966138378,11.09247563566292,0.03960781779683027,24.299565677953876,126.0,0.9938405211864554,3.18810423729107,0.36801737288184505,11.870477754250738,8.0
7.3,0.25,0.36,2.1,0.034,30.0,177.0,0.99085,3.25,0.4,11.9,8.0
6.901123682526752,0.2349687865964791,0.40498127195788747,3.4978774885605795,0.030504369876492927,65.99500585543666,179.00124853614085,0.9911997502927719,3.2448064768981704,0.5752184938246463,12.450187280421126,8.0
6.8,0.28,0.43,7.6,0.03,30.0,110.0,0.99164,3.08,0.59,12.5,8.0
5.668661636373283,0.28242518863600186,0.3253543238633349,1.646456761366651,0.03975748113639981,17.121259431800095,96.0,0.9902694492159265,3.4633385374980103,0.5268661636373283,12.238424840893416,8.0
6.360271213756769,0.1755248612610371,0.3210045202292795,1.160723236684716,0.039397287862432316,38.84932196560808,117.89954797707205,0.9889674836645329,3.2939276763315286,0.40050226011463974,13.05981919082882,8.0
6.978129449389629,0.15583214682943228,0.3748968715242468,2.1927098164632097,0.04692709816463209,32.78129449389629,96.0,0.9927854196329264,3.144580367073581,0.4082254588419759,10.421870550610372,8.0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8.0
6.416122357737674,0.2554348592857532,0.29523547529760286,5.512134677974667,0.03227535209523291,32.40941901190411,120.40941901190412,0.9910011034302968,3.17650396184541,0.41952904940479435,12.224819543452737,8.0
6.5464768646112095,0.19859074584448383,0.3516192161528024,1.4838078384719762,0.04,43.4647686461121,147.76761567694396,0.9917344839430289,3.32,0.5876761567694395,11.058469786193509,8.0
7.0,0.18967031492360997,0.34875982004365147,4.966877055565561,0.049941919019643156,41.156986503273856,123.0,0.9928484146912877,3.1268602699345225,0.4775196400873029,11.056200899781743,8.0
6.478606902681246,0.3258955177010935,0.3441044822989065,4.328358583912523,0.033537310620656076,34.19651725670312,101.39303451340623,0.9911803482743297,3.3442786194637506,0.5724875840615639,12.401741371648443,8.0
7.3353859731840725,0.17849263356417755,0.24849263356417753,8.022150858995039,0.11540901623691646,32.424631678208875,161.92922805363185,0.9950106434925592,3.176369475173133,0.3792922805363185,10.456617557094518,8.0
5.929184850149619,0.30691351044783743,0.37051026945275667,3.422962125374049,0.02840510269452757,10.164281138307036,65.88674580696863,0.9903292968531744,3.2108774072039354,0.7022650838606274,12.14306161671654,8.0
7.39061110021325,0.38216109040517443,0.29,5.043221808103489,0.04306111002132497,30.812222004264996,121.62444400852999,0.9937840553049048,3.3,0.5,11.09061110021325,8.0
6.192897420748729,0.2278504298752118,0.3878504298752118,3.9783163352580484,0.02957196560998306,63.24859027379448,180.57196560998307,0.9911428034390016,3.383925214937606,0.47715896829949167,12.33214957012479,8.0
7.114137808193725,0.3142413424581175,0.2995287397268758,6.1146554795156876,0.04066494109559346,31.952873972687584,121.52356301365622,0.9929327811505899,3.166597643823738,0.4475919315021829,11.481149589075033,8.0
7.0513681024024,0.4665072494539999,0.33294550958503993,1.6643826013104002,0.031321913006552,26.678086993447998,74.226028997816,0.988960068989323,3.04363072919192,0.35904115991263996,12.954794200436801,8.0
6.807857187347247,0.2012380833740675,0.33516667704769093,2.135952395782416,0.04635952395782415,31.07857187347247,96.0,0.9926719047915649,3.2580952084351686,0.5501190105439611,10.592142812652753,8.0
6.962166007314656,0.5221179181905533,0.4278981115174809,6.005415018286641,0.02897898111517481,6.147132193776338,75.64267895797175,0.9911499429946999,3.084624154661542,0.5071464208405649,12.487388669104885,8.0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8.0
7.3,0.2213748732709161,0.31706230990637413,4.246884504681294,0.06512982531787875,30.7156281682271,171.63278873829677,0.9923635535758003,3.221374873270916,0.392843718317729,11.363278873829676,8.0
7.083035701391475,0.3859126978396211,0.28647817445990525,4.625198381179163,0.041534722121933695,30.295634891981056,120.94345233797158,0.9928730158271697,3.2823908722995263,0.5528273831014208,11.557837320212313,8.0
5.989371389381151,0.28061460339232697,0.2724584135693078,4.755314305309424,0.03061460339232694,56.9833654277231,139.75415864306922,0.9903069129758119,3.163687620353962,0.410166345722769,12.48770793215346,8.0
7.255463632106159,0.227773181605308,0.3599793172238859,1.9556704598673007,0.042670113796019024,50.7773181605308,164.3319544815924,0.9912008273110445,3.2332781792636953,0.4077938643814221,11.821440872902354,8.0
5.797532839376132,0.3655242716325722,0.27496916049220166,5.3564762966376565,0.029521587655458856,20.99383209844033,103.4907481476605,0.9892213569383431,3.100740148187161,0.45385893821146056,13.250925185233951,8.0
7.075325128980179,0.3224674871019821,0.3310130051592072,2.5651950773881076,0.04579739896815857,34.449349742039644,105.7532512898018,0.991072467487102,3.3240520206368287,0.4985455180572251,12.440520206368287,8.0
6.717172957690703,0.17757594365360557,0.32,4.710136054762383,0.025626163384743696,51.929323942267594,187.17172957690704,0.9922990078865153,3.2914135211546482,0.4818165071175498,11.638375775010426,8.0
6.46247838627894,0.16874351588368208,0.34750432274421195,1.6750432274421196,0.03774870317673642,43.0,148.7504322744212,0.9915752161372106,3.3575216137210595,0.6275216137210597,11.312391931394702,8.0
7.2138690325281845,0.384257935501879,0.3850729193075677,1.379925644283401,0.04271289677509395,36.0,113.07177580622651,0.9909928224193774,3.383540177439614,0.48861309674718156,12.671289677509394,8.0
7.3,0.1953906223021278,0.2780859334531917,6.195703327340414,0.093387698246436,31.365234442446805,166.76074168164897,0.993737470845775,3.195390622302128,0.38634765557553197,10.876074168164896,8.0
8.0,0.4424193168031553,0.45854888155898116,9.027420495905341,0.02979034159842235,46.96772672126212,151.0,0.9926241931680316,3.1382261487716026,0.2651613663936894,12.7,8.0
7.385347895757249,0.295651000176252,0.44137194752612025,6.576156585672775,0.033572094734986825,44.00233157245387,186.0,0.9923848815812665,3.200069947173616,0.45437231554828666,12.4,8.0
5.977465205615803,0.32887326028079017,0.28,3.874083506522072,0.030580278355073574,49.19437370108446,113.40281314945777,0.9895434086466395,3.211464909628583,0.5753239561684741,12.929013917753679,8.0
7.360791701510505,0.3725541910573529,0.3194062238671219,5.733270537160716,0.040667294628392844,29.82375104531512,122.78416596978992,0.9938039585075525,3.2451083821147053,0.46863336120840327,11.1,8.0
7.613249322814477,0.3063497484739488,0.31027491293328996,11.617754933780235,0.04312752998964456,47.237495162960556,153.21000386963155,0.9956669301949804,2.9981748742369745,0.33840015478526225,10.545246227109232,8.0
7.5681529030796755,0.38242038707729015,0.4180254838466127,11.691082581521943,0.03483864086151399,46.0,150.52016989231075,0.9937515922584542,3.265562623691635,0.38036092476852723,12.60403397846215,8.0
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,8.0
6.544930769919373,0.19797230796774914,0.35123269247984323,1.4876730752015679,0.04,43.44930769919373,147.77534615040312,0.9917167038540727,3.32,0.5877534615040313,11.073157685765958,8.0
6.745718123910657,0.33971006369827716,0.3838604053240586,8.604214707652844,0.029728590619553286,30.54281876089343,110.0,0.9920145449450164,3.131567782284876,0.6415677822848758,12.608563752178686,8.0
6.696034507381536,0.2702643661745643,0.37,5.171479751683348,0.035966954228179464,60.562786966459015,167.51652288591026,0.9921085919006734,3.3405287323491284,0.4,11.948347711408973,8.0
6.784274092927516,0.36989918650492615,0.35431451814144965,1.7949593252463085,0.0357056445575651,32.568548185855036,110.14717772121745,0.9900255038179356,3.1185282227878255,0.48578629535362416,12.298991865049262,8.0
7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,8.0
6.811132690932479,0.20036461575133893,0.3359309612175784,2.1370442303108264,0.046370442303108265,31.11132690932479,96.0,0.9926740884606217,3.2559115393783475,0.5473894242229341,10.58886730906752,8.0
6.8,0.34402347616948054,0.3243465627858323,2.3674007791062577,0.047945667965177095,34.945667965177094,103.10866406964581,0.9910402347616948,3.2718501947765644,0.4616299610446871,12.043465627858323,8.0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8.0
6.468241320473888,0.30635173590522236,0.2954069436208893,4.254069436208893,0.03545930563791107,36.04723961421665,98.27034718104447,0.9905585315875455,3.2508138872417787,0.6,12.568241320473888,8.0
7.100026938600896,0.3199824899094169,0.33999057148968603,14.499919184197308,0.039002424474080734,45.99986530699552,150.00067346502243,0.9950004135075238,3.3799407350780264,0.49998787762959634,12.499501635883405,8.0
7.104451655694892,0.23355321189916012,0.2839983774686493,6.144516556948918,0.07895710597440175,29.06677483542338,158.57790397466061,0.9938187131792321,3.2091096688610214,0.5804370529127358,11.328854635449265,8.0
