fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,class
9.900866291703865,0.40422693020580913,0.47577306979419093,2.5714595104179954,0.0717124293749203,5.8562146874601435,16.285404895820047,0.9958157862552728,3.1642702447910023,0.6699783427074033,11.599350281222101,8.0
12.468583946342797,0.30958932483232127,0.7134291973171398,2.2246405100607256,0.07232854013414301,6.0,28.50718979878549,0.9986055447114339,2.8910882295273264,0.8241067516767875,9.878028281858965,8.0
9.473868687512931,0.3400589549277603,0.4675047786068137,1.959528360577918,0.07320235819711042,12.61297008410726,25.994104507223973,0.9959886822655161,3.096424475479874,0.7478585081733753,10.76188655768833,8.0
8.29475760561364,0.3723127188661184,0.4480899540387562,2.0867041475161483,0.06520224885096891,13.364230411450354,40.896064510804415,0.9947346451630652,3.355842580432177,0.7746816590064594,12.179212902160884,8.0
8.616680599602477,0.49136810216983196,0.3886318978301681,2.5255957357000884,0.0744642558579947,7.232127928997346,16.744042642999116,0.9935913931814543,3.187202132149956,0.702082985009938,12.562489550298142,8.0
6.076979212897321,0.5100688421877329,0.04505163164079967,1.9254302636733307,0.049268071074279884,29.505163164079967,76.46385785144022,0.9916453999771583,3.4899655789061335,0.7999311578122671,13.673881314449341,8.0
8.176500511497055,0.4957599181604712,0.3805534083529014,2.555300102299411,0.07673733469732548,7.63133265133726,17.0,0.993096551381042,3.1907833162834316,0.756866734866274,12.841932855936081,8.0
5.777920526557835,0.8273555693471846,0.05323491866468791,1.4727856699554778,0.04661745933234395,13.779205265578348,84.5224624354605,0.9925431451509124,3.5519127033382802,0.8135301626706242,12.88382540667656,8.0
7.543011315035935,0.4886202497613795,0.1842291844868237,2.1715056575179674,0.06114516972553903,25.862024976137953,38.14696840095827,0.9944055729612171,3.361487670763775,0.7485662894988021,12.100359735083849,8.0
7.183549771760343,0.5057500496173168,0.3322849593138002,2.9146997816838063,0.0677204967252571,14.0654997022961,52.886505060966314,0.9957736495137502,3.4154150208392733,0.8475399960306146,12.831150009923464,8.0
5.761871179787996,0.47661547303305796,0.059678733709306236,1.8058193595508445,0.0462695502248293,28.81471033711821,86.24348325839023,0.9910158982393363,3.469739330335609,0.8089432168533957,13.871974089881425,8.0
10.403248046692681,0.3483042745525296,0.5130427455252962,2.5236923548638326,0.06923692354863833,4.830427455252961,15.745641182879442,0.9970982564731518,3.1567829017898816,0.6881538225680839,10.91521372762648,8.0
7.621176114865553,0.43962340135159883,0.3176940891892442,2.109646560811773,0.07488470445946221,13.01882993242006,20.903534391882268,0.9933760718972947,3.222305910810756,0.708847044594622,12.151998790542878,8.0
8.259681038736105,0.48245103380222326,0.39275321901462873,2.5719362077472208,0.07695914943662961,7.520425281685194,17.0,0.9933211388045874,3.18801063204213,0.7679574718314807,12.764297697179636,8.0
10.502866090829286,0.3565711303056904,0.5168577393886192,2.524901367934967,0.06981225341983742,5.093873290081292,15.624506839674833,0.9970084984882341,3.1687746580162583,0.6537549316032517,11.065711303056904,8.0
7.949750588139961,0.42388783930575374,0.37583175895863064,2.5851711907433836,0.06148597991321922,13.354206026034234,27.171340028926927,0.9954660932681979,3.228171340028927,0.7471993802024884,11.684018593925346,8.0
8.975766594945448,0.3954229798137797,0.48888437954775066,1.793461399733971,0.07034613997339709,6.7384559893588385,15.80384199201913,0.9947102326836712,3.2113077200532056,0.7168082610907189,12.336534993349275,8.0
7.646789415690345,0.3608518821846995,0.40574058907650257,3.0212329501493604,0.07004195306455371,15.0,34.1061647507468,0.9963667381321158,3.3065924712612023,0.8238270593843351,12.257405890765027,8.0
9.926714011882506,0.37416518712867164,0.515500887722797,2.2133570059412535,0.07048330374257343,5.9666074851468665,16.0,0.9959530763441605,3.1789982245544057,0.6693321497029373,11.72495561386015,8.0
9.065821483099434,0.5674310937199867,0.45315326159494496,3.4257994130495497,0.07942888671499833,7.314222657000334,17.685777342999668,0.9945616319311739,3.206857773429997,0.709713339855005,13.20286660144995,8.0
9.269298130396633,0.3435672898677891,0.5338596260793266,2.3643271013221088,0.07607894391189898,6.4356728986778915,16.56432710132211,0.9956245022403533,3.1761403739206733,0.8197952333040851,12.048538318942313,8.0
8.860078633123637,0.3161976410062909,0.48981022230607285,2.5300393165618185,0.07838023589937092,8.969567517819996,18.88972478406727,0.9958033868896016,3.1742964615094365,0.8606086496436001,11.619011794968545,8.0
9.899796131847538,0.2642944514922484,0.5361827097846681,1.9811174170758028,0.08276141936154176,40.71166455232548,72.234503275409,0.9946431279962598,2.99765496724591,0.6409747093690792,11.84771612769165,8.0
6.641507910432821,0.38037739526541464,0.36452818630869677,2.9056595367905222,0.07018866978889338,16.735851158023696,42.64151626357701,0.9948698083787668,3.510566232117192,0.8079244652592892,13.32075534740711,8.0
9.162030328536265,0.33807514743419786,0.525097781518652,2.7524060657072527,0.07936541420943004,6.317292895284982,17.0,0.9957574818870478,3.1579323223821243,0.8882707104715019,11.922105026699487,8.0
5.876378689952976,0.7899176760971789,0.0992675056003133,1.6643622251724128,0.04896543337758619,12.360493943416927,81.87160296191225,0.9929888067742476,3.534765423960815,0.8248065859122257,12.887983535219437,8.0
5.8205112001193635,0.39948721999701586,0.26051278000298406,1.9316240666567197,0.06478631533402962,18.316240666567197,41.111128665373556,0.9925512803701239,3.5558977599761272,0.7263248133313439,13.111112866537356,8.0
8.212116823765703,0.5473439252650754,0.37029369171843585,2.747857477696293,0.07691799065813441,7.8164018683731165,17.183598131626884,0.9929421039744967,3.201835981316269,0.7172460280255967,13.127539719744032,8.0
7.588313976537121,0.35435058070388636,0.3244808169498256,1.89415698826856,0.07456494192961137,15.96427312904584,23.34090108212008,0.9943980869440735,3.2315258710558297,0.7207145374190832,11.428247096480568,8.0
5.531141330939129,0.6021087913808659,0.03622826618782588,1.6754346762434824,0.04431141330939129,23.01738704973929,87.3114133093913,0.9912982612950261,3.5186847985634775,0.82,13.657445359669577,8.0
9.418440524240642,0.3004097894275698,0.557746158148366,2.8737620969625692,0.07985657370035056,5.979510528621509,16.918042114486035,0.9964245873656541,3.1516391577102794,0.9179510528621508,11.718440524240641,8.0
7.698061458811876,0.36701321079557353,0.3350660539778677,1.8,0.073474009190332,15.246697301106614,22.59735784088529,0.9942653920160525,3.23474009190332,0.6982466973011066,11.592863296878273,8.0
7.887987228717775,0.3505148330549525,0.45742583472523746,3.5725422370691997,0.07762245575970149,15.0,36.862711185346,0.997255724357274,3.34794066778019,0.858283889816825,12.774258347252376,8.0
9.00228048089335,0.3963364423003911,0.40419813461976534,2.8885236541820096,0.06918317788498045,5.763364423003911,12.23663557699609,0.9957373908078705,3.3216037307604696,0.7207626250094915,11.912972019296479,8.0
8.771752060986325,0.3922765190820312,0.4613825954101559,1.8,0.07157926106884765,8.930870229492205,17.544696183593764,0.9945369725801319,3.2157926106884767,0.6919308702294922,12.287604274755857,8.0
8.869652099050322,0.47420217899301387,0.4057978210069862,2.53463043210894,0.0739221740734636,6.961087036731797,16.653695678910598,0.9940295759572836,3.18268478394553,0.695758697523742,12.372760925712258,8.0
5.553532618706039,0.6827174273417399,0.04070652374120777,1.5858695251758446,0.04453532618706039,19.434781007033784,87.53532618706039,0.9916565218992967,3.5321195712236233,0.82,13.411141194233572,8.0
7.329954736528553,0.3670045263471447,0.3035022631735724,1.8700452634714473,0.06769592628756975,16.299547365285527,25.751131586786183,0.9943756199481993,3.236497736826428,0.7210135790414341,11.364977368264277,8.0
10.218299828865044,0.32480589241970337,0.447116464548178,6.178928948693645,0.07275970537901483,5.048058924197034,12.951941075802967,0.9974827362249593,3.235767070903644,0.8137523398543856,12.556746968222669,8.0
8.70679396365809,0.416440201211397,0.397119597577206,1.8406834147268913,0.06810170853681723,5.949145731591386,12.203417073634457,0.9952637427075536,3.3398291463182774,0.6879658292636553,11.66440201211397,8.0
8.8379711866741,0.4120676271108633,0.40586474577827336,1.8906556901615619,0.06822663922540391,5.886680387298048,12.45327845080781,0.995391172009912,3.3273360774596097,0.6854672154919219,11.620676271108632,8.0
10.282570202653257,0.36304468116708566,0.5221731912997486,2.3912851013266287,0.07026089362334172,5.521787246683428,16.0,0.9965268944517783,3.1656536174005026,0.6604357449336685,11.391340435012571,8.0
7.952035436987308,0.3541322258784039,0.4632139534609808,3.6244872644646158,0.07812243632232307,14.862259137386538,36.724518274773075,0.9973229568104356,3.3480104097622503,0.8573982281506346,12.809182724174232,8.0
7.7069652934305015,0.35465945843443614,0.4453559877774863,3.493498092927173,0.07680185354543069,15.266254767682067,37.86532799496672,0.9969272433252451,3.3746285660105912,0.8520123569695379,12.879876430304622,8.0
10.051351849089837,0.3250519941957629,0.5449688034825423,2.699792023216948,0.07498960116084741,5.49896011608474,16.498960116084742,0.9968008319071322,3.15,0.78471923134288,11.349272081259318,8.0
10.515750979360025,0.33618132345200186,0.49315019587200504,4.350365696079763,0.07138186765479981,5.0,14.618132345200188,0.9973842490206399,3.186849804127995,0.7283058337719893,11.7369960825599,8.0
5.15801811530093,0.4421225361421301,0.17363239157360963,1.9367927538796281,0.05494342031037026,21.84432607541673,61.69334053226878,0.9914155673924584,3.650472029267591,0.7652828984481487,14.0,8.0
8.271330239754612,0.3483542321903198,0.3440840938388561,1.8615851164389914,0.06801819541120664,36.621916301458796,78.99393486293113,0.9930848078198866,3.179757394517245,0.7029882787659163,12.64512743834219,8.0
9.753123060067331,0.2931039533091533,0.512506886234771,1.8719458022803785,0.08086788097330877,40.31674813682271,74.7855175361494,0.9943916112856231,3.012542869354761,0.6406605951334561,11.861719234983168,8.0
8.056095528049532,0.5294078034537818,0.3505921965462182,2.5055748402874833,0.075665509582751,7.832754791375502,16.944251597125167,0.9926203797539429,3.1972125798562585,0.7160976117987616,12.982928353962851,8.0
9.312481706311994,0.3933599466777502,0.5039840319933498,1.906240853155997,0.070867198933555,6.734397867110007,16.0,0.994962626751428,3.2020319360133,0.6846879573422001,12.300798400332505,8.0
7.418157841532393,0.44908331648525784,0.23000879143812247,2.1090789207661964,0.0592723676229859,21.908331648525788,34.81754244086382,0.9945200219785953,3.3136271725874176,0.7527280719489202,11.809034963575584,8.0
10.81943042319056,0.4037436904357521,0.557867098744464,3.117531833825761,0.07318481128508161,5.1990507053176005,16.597152115952802,0.9975184811285082,3.163933549372232,0.657962028212704,11.477721692762241,8.0
8.915752513574473,0.3774795978280844,0.488977035324256,2.7031505027148945,0.07870867336953193,6.645663315234037,17.0,0.995092531786651,3.166141582880851,0.8554336684765964,12.151964320663826,8.0
8.374723970842286,0.38293468166687733,0.41467340833438665,1.8,0.0722798988749842,11.266329583280667,19.413063666624534,0.9944365478279189,3.222798988749842,0.6942663295832806,12.030703745839126,8.0
10.532949540795917,0.34357498233830447,0.5338550105970173,2.625700070646782,0.0712850035323391,5.12850035323391,16.12850035323391,0.9970971997174128,3.15,0.6846950953731558,11.089950247263737,8.0
11.165151743193622,0.3307675405590397,0.6293780048332814,2.162240835347201,0.06973445012083204,8.454345702431961,32.964712288543936,0.997378429237152,3.0385884915417574,0.8048963341388802,10.592942457708787,8.0
7.235872104851209,0.3764127895148791,0.30820639475743955,1.964127895148791,0.05922848943660881,15.35872104851209,28.103197378719777,0.9946249389221443,3.2317936052425607,0.7492383685446373,11.317936052425605,8.0
9.385526692786696,0.39381577690711006,0.4423684461857798,2.0992482639187418,0.06874812065979687,5.625939670101573,13.49624131959371,0.9959230830729928,3.2751879340203147,0.6750375868040629,11.4381577690711,8.0
10.689451268822312,0.6056341475017014,0.6107408584445184,4.715152478182424,0.08420426843771267,6.359146312457463,18.640853687542535,0.9976417531423247,3.2164085368754254,0.6953871946868619,13.34612805313138,8.0
7.865148477185779,0.4266733501912866,0.3310493655873815,3.146930203415124,0.07346930203415125,21.62178933470203,39.788121825137694,0.9962091473359148,3.388336675095643,0.8181781726229346,12.765148477185779,8.0
7.923395259568609,0.3341336871975349,0.3713368719753491,1.8860159238890708,0.06286015923889071,3.4133687197534908,13.620053079630235,0.9962480212318521,3.2134652512098603,1.0069920380554647,10.206684359876746,8.0
7.763019436339434,0.3527396112732113,0.4161662196286186,3.1068699708219594,0.07690415549071547,15.547922254642268,33.43850534482526,0.9964479808940313,3.3198642759946755,0.8161662196286186,12.416454421750414,8.0
7.749787616204139,0.3564376735912512,0.4278116320437439,3.2566574084666016,0.07327903936641576,15.0,35.28328704233301,0.9967463600711524,3.324249305634995,0.8385410880291626,12.47811632043744,8.0
9.182680882975118,0.45185995247155347,0.5392244074778749,4.203614533164761,0.08101807266582381,11.604668250948217,30.209336501896434,0.9978658886248419,3.3009563191803633,0.7958659558512441,13.026355449936785,8.0
7.602608288013215,0.3580518433844883,0.3163645155702981,1.8155852529240935,0.07392207373537954,16.57140554458743,24.194815661551168,0.9943657237267192,3.225973272368316,0.704675575877228,11.337658988303627,8.0
6.960158545543364,0.67688891238539,0.07473015537351571,1.9564284959041034,0.05736507768675786,25.601585455433643,61.415082973470604,0.993494309375278,3.4981746115662107,0.7705396892529686,12.77634922313242,8.0
9.837520479355344,0.31682771074443633,0.5499033735533383,2.7326891570222545,0.07663445785111274,5.663445785111273,16.663445785111275,0.996669243371911,3.15,0.8291303619800439,11.464412049577891,8.0
9.709849628157333,0.30688554729238515,0.5221294898918817,4.039398512629328,0.0775900584476652,5.655722635380743,15.622890541522969,0.9968131328375431,3.1775421891695403,0.8855722635380743,12.009849628157331,8.0
8.047872566124243,0.31843810137103307,0.41864122282208,2.1239362830621213,0.06832253579834574,4.156189862896695,14.541586483862261,0.9961541586483862,3.1991682703227546,1.0306286082261984,10.65517425564146,8.0
7.167711438637417,0.509193165513605,0.3294616042788438,2.8995500717401375,0.06749325107610206,14.04484100691837,53.23770288238772,0.9957399069779667,3.416861129515714,0.8472645467589116,12.831838633102722,8.0
9.171247761214048,0.342968771526788,0.4430623191749808,1.936249827785696,0.07331875086107154,13.25312973589336,25.7031228473212,0.9957262168082838,3.1173751549928737,0.7408749483357088,10.855000688857217,8.0
5.729944679060528,0.45910417923538543,0.20089582076461454,2.078208358470771,0.06130347264117952,22.910417923538546,48.69652735882048,0.9923439154847427,3.6522194226586655,0.74,13.661097113293327,8.0
8.93613109002692,0.3399207490858681,0.42920749085868126,2.1464337088640657,0.06546433708864066,3.9920749085868126,14.48811236288022,0.9965952449451521,3.1903170036565274,0.8767831455679673,10.496037454293406,8.0
9.307867107607581,0.33071096413080603,0.5415734215215164,2.4928903586919393,0.07723601322822746,6.3071096413080605,16.69289035869194,0.9958533448384717,3.1684265784784835,0.849364782499146,11.945687713046448,8.0
8.875342492468953,0.47381604515389253,0.40618395484610753,2.5348336604453197,0.07390998037328082,6.9549901866404085,16.6516633955468,0.994039432531598,3.1825831697773403,0.6956164376882762,12.368493130648286,8.0
7.976022217773152,0.5311307412597991,0.35013629570308685,2.455653706298995,0.07568324075927853,7.9366481518557075,16.936648151855707,0.9924938086952875,3.200633518481443,0.7180994445556712,13.061988891113424,8.0
7.786359652640626,0.35274304286729524,0.45137900813135784,3.537301877318966,0.07729464611983837,15.156745306702586,37.5094222467834,0.9970805565706163,3.3644989408699892,0.8552976407989225,12.847023592010776,8.0
11.049232380970652,0.5071545714367938,0.611487555559819,4.113340317539495,0.07931286349255073,5.582053968284422,17.746161904853263,0.9981312863492551,3.1907437777799097,0.6732821587313769,12.396929523882612,8.0
7.82543526849657,0.36620972423987624,0.44670802612330146,3.5286772133445443,0.07693015820016816,14.902741654560742,38.65339187246738,0.9971411447024492,3.356808084180748,0.8587032220608098,12.803241944847976,8.0
6.205538143145792,0.3980811246700765,0.2783580318273661,2.0,0.05780811246700765,16.80811246700765,38.492590451790164,0.9933548750874093,3.4514937772084373,0.7509594376649618,12.520475915230165,8.0
8.764793586537822,0.40163302615394847,0.46683639269221394,2.6729587173075644,0.07830611623076753,6.846941884616237,17.0,0.994684942683652,3.171173547115406,0.8353058115383762,12.292859319231365,8.0
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8.0
5.254445254845149,0.6023524326390236,0.15942566929903607,1.7455547451548508,0.05363886862887127,16.031472026806593,66.11486614019279,0.9919968527973193,3.6521479320412937,0.7739260339793532,13.533517032783893,8.0
9.748857918110467,0.31341761223501796,0.5519494326589892,2.7463295510599277,0.07731647755299641,5.73164775529964,16.73164775529964,0.9966146817957603,3.15,0.8475448939309029,11.512153428709748,8.0
5.512768972942246,0.5359683025920876,0.032553794588449314,1.7489241082310139,0.044127689729422465,25.95696432924055,87.12768972942247,0.9910043035670759,3.507661383765348,0.82,13.859541297635287,8.0
8.749917753919476,0.30000263187457676,0.46499506523516865,1.9250016449216103,0.0772496216680296,36.24962166802959,67.99960521881349,0.9938074537777027,3.1650121724199174,0.6575018094137716,12.35003618827543,8.0
7.283891197531219,0.3716108802468782,0.3058054401234391,1.916108802468782,0.06355020777780963,15.83891197531218,26.90272006171955,0.9944976883265423,3.234194559876561,0.7348326407406346,11.34194559876561,8.0
10.527251589372637,0.34335583036048606,0.5339865017837083,2.6265766785580555,0.07132883392790279,5.132883392790278,16.132883392790276,0.9970936932857678,3.15,0.6858785160533751,11.093018374953195,8.0
7.813386630998717,0.36943199770706037,0.3562879984713736,1.7438133307856227,0.06406693315499358,4.314399923568679,12.561866692143774,0.9956319680214007,3.282575996942747,0.9203653437789472,10.744826623355584,8.0
5.668071207412952,0.455789528968551,0.20421047103144896,2.071579057937102,0.0611929842989517,22.578952896855103,48.8070157010483,0.9922893342436822,3.6579648164545118,0.74,13.689824082272558,8.0
6.6316274717605905,0.3792093132059852,0.28079068679401475,1.8640310440199508,0.06951782691860345,17.640310440199507,32.32403572259361,0.9933928135019516,3.393674505647882,0.7128062088039901,12.232403572259361,8.0
9.009863140671062,0.3624218974926301,0.5027799272984225,2.7219726281342123,0.0789596350417895,6.520182479105251,17.0,0.9953466304798119,3.1630045619776315,0.8679817520894749,12.064127735373676,8.0
9.475880464711246,0.3338532072452336,0.43279373141820926,1.9952944609615917,0.07871174925672837,40.09411078076816,67.0911515802846,0.9944289997081827,3.09435335315391,0.6562059767644377,12.014412537163581,8.0
10.451091554470517,0.33133186658528885,0.4802183108941036,4.96463023253008,0.07186681334147112,5.0,14.133186658528885,0.9974489084455295,3.1997816891058966,0.7557860893500299,11.995633782117928,8.0
10.094625715589732,0.32671637367652817,0.5439701757940831,2.6931345052938873,0.07465672526469437,5.465672526469437,16.465672526469437,0.9968274619788244,3.15,0.7757315821467479,11.325970768528606,8.0
10.045529547888,0.3248280595341539,0.5451031642795077,2.700687761863384,0.07503438809316923,5.503438809316922,16.503438809316922,0.9967972489525464,3.15,0.785928478515569,11.352407166521845,8.0
7.961097455265946,0.3771420105158876,0.42701668138521764,2.0779236172438407,0.06467541703463045,13.934964879150355,41.81802018939673,0.9944273266035345,3.392720807575869,0.7711694468975363,12.363604037879346,8.0
7.408344622156518,0.4276216279214898,0.3189290552352793,2.1488175872546553,0.061952703490186216,12.916553778434825,25.42837790588827,0.994014604636413,3.221070944764721,0.7480945930196276,11.83574331411676,8.0
9.589971285607541,0.3319951638917963,0.570998337587805,3.039963729188472,0.08059990932297117,6.0,17.199969774323726,0.9966399637291884,3.1569989421013305,0.8970034759527714,11.869974308175166,8.0
7.980227945121054,0.5271635287806316,0.3517667652844212,2.516045589024211,0.07621394118698947,7.893029406505262,17.0,0.9925666154518268,3.197325735162632,0.7306970593494737,13.025120584553683,8.0
7.800499592519676,0.3558041904363522,0.4421728436597754,3.525374694389757,0.07659041089402874,15.538960540518422,39.07292515584008,0.9970305197297408,3.3562187754675206,0.858341659875328,12.849750203740163,8.0
9.09428628819118,0.3091714113542646,0.5202572174648534,2.6471431440955895,0.07908285886457354,7.681425414948512,18.069997991330872,0.9960621863484512,3.163757117031397,0.8863714917010298,11.654142943228676,8.0
8.432357785694082,0.4548227542889471,0.41807914190179857,2.606471557138816,0.07741962076185088,7.2901896190745585,17.0,0.993787366021374,3.182254740476864,0.7909810380925442,12.60313273335219,8.0
7.230239380411481,0.3787040265537937,0.31647986723103155,2.0691185837976698,0.05695038052721796,15.0,29.34559291898835,0.9948314537163738,3.2351838937848254,0.7643199114873543,11.364798672310316,8.0
10.279800875751594,0.33383849522121517,0.5396969028672709,2.6646460191151395,0.07323230095575697,5.323230095575696,16.323230095575695,0.9969414159235395,3.15,0.7372721258054381,11.226261066902987,8.0
8.623781424463964,0.42419497208576584,0.44615460892138137,2.6447562848927926,0.07793008379857057,7.034958100714715,17.0,0.9943042098460526,3.175873952517868,0.8165041899285285,12.4244706705003,8.0
8.925589802201317,0.3398605131554361,0.42860513155436103,2.1437230919946244,0.06543723091994624,3.9860513155436097,14.479076973315415,0.9965916307893261,3.1905579473782555,0.8781384540026879,10.493025657771804,8.0
7.85835779440237,0.3508328441119526,0.4466744942087585,3.450088059848533,0.07766686235521897,15.16656882239052,35.91730265446162,0.9970409854811827,3.3408387147685215,0.8466744942087584,12.683401824326637,8.0
8.673363317806784,0.40899550232898224,0.4055897050339418,1.891704147258481,0.06910044976710178,6.0,12.458520736292405,0.9952737131426006,3.331659170548304,0.7110919538694506,11.7,8.0
8.210984166555036,0.35143858704274267,0.33724487220957067,1.8602440925901118,0.06749519611014364,36.43417296261566,79.16826796328546,0.9930350558350931,3.186730718531418,0.7055362240787874,12.674629963017539,8.0
10.119813968049542,0.32768515261729003,0.5433889084296261,2.68925938953084,0.07446296947654199,5.446296947654199,16.4462969476542,0.9968429624418766,3.15,0.7705001758666339,11.312407863357938,8.0
10.108544894478195,0.31574544209951544,0.4734000684526652,5.634179577912776,0.0744890952651696,5.212727895024229,13.850911580096916,0.997344726525971,3.2129817683980617,0.8412727895024229,12.408544894478194,8.0
9.319291814322536,0.31291330970839437,0.548162799433972,2.783858362864507,0.07978477817152677,6.10761091423662,17.0,0.9961820878986708,3.1526902728559154,0.909238908576338,11.775327639965633,8.0
9.684315134387436,0.31093519747643983,0.5534388815141361,2.7562592100942402,0.07781296050471202,5.7812960504712025,16.7812960504712,0.996574963159623,3.15,0.8609499336272247,11.546907235329842,8.0
9.134039380605234,0.38865353979825523,0.5068078761210469,1.913464602017448,0.07202118141815703,6.886535397982552,16.113464602017448,0.994821966991591,3.203192123878953,0.716096858464013,12.409228318386042,8.0
12.075061203223424,0.31759779837439783,0.6868459707299004,2.1861858211374585,0.07117114926824752,6.897921626065196,30.450488780566857,0.9982165037398111,2.9380195512226743,0.8144743284549834,10.090097756113371,8.0
7.987556090983006,0.5420601433172472,0.34849809118364466,2.5695298369570927,0.0762575179146559,7.948496417068821,17.05150358293118,0.992516099054953,3.200515035829312,0.7192274462560323,13.107725537439677,8.0
9.391048732466725,0.3001220627390901,0.5590641856669758,2.7955243662333618,0.07992269359857626,5.987793726090987,16.983724968121315,0.9963983724968121,3.1503255006375737,0.9207323764345408,11.693083111451559,8.0
9.72064422661325,0.26893938474837603,0.523238653596795,1.9055871154677348,0.08171496344242095,40.71496344242095,72.6590922877436,0.9943530020553567,3.021344654461239,0.6361458270145085,11.92291654029017,8.0
9.741853776171688,0.3131482221604496,0.5521110667037303,2.7474071113582017,0.0773703555679101,5.7370355567910085,16.73703555679101,0.9966103715545671,3.15,0.8489996003335725,11.515924889753705,8.0
8.328056809280481,0.3818366308065996,0.40918315403299776,1.8,0.07236225268950504,11.54084229835011,19.632673838680088,0.994424743781171,3.2236225268950505,0.6945408422983501,12.000507347181488,8.0
8.253002219345566,0.4988164077430173,0.38706696257940887,2.294082038715086,0.07452915741939346,7.705831483878694,16.705831483878693,0.9930177625315953,3.202941685161213,0.7111749445163608,12.923498890327217,8.0
9.352977915961203,0.30752353344620764,0.5531034276743098,2.7905955831922404,0.07987460777589654,6.06269611205173,17.0,0.9962730403730952,3.151567402801293,0.913730388794827,11.74388727843621,8.0
6.972667955229828,0.665937706003273,0.20286529501423084,1.5559849949124804,0.05685485961334852,21.359099694748828,83.63242014245054,0.9930582566785306,3.3790574059015226,0.7607257019332574,12.556833011192543,8.0
8.095643350915152,0.5171749423932324,0.3660857801220202,2.385874711966162,0.07518481937118687,7.836963874237374,16.836963874237373,0.9927200920054812,3.2016303612576262,0.7151089162271211,13.002178324542424,8.0
9.414222303367701,0.3385474638666036,0.4747656656023123,1.8334343526554207,0.07794101080181198,38.00606115932524,75.86383812564821,0.9942290929682058,3.0572161509197118,0.6552949459909401,11.946444424158075,8.0
8.352253861460841,0.5093113451151572,0.37068865488484287,2.5161519236236014,0.0750308845825839,7.515442291291955,16.838480763763986,0.9931333682957446,3.1919240381881995,0.7086936534634789,12.760809603904368,8.0
9.902629932720624,0.3329563409981223,0.5707837835122047,3.0034719349342827,0.07544345114971836,11.165176724577531,33.59126819962447,0.9978965280650657,3.1497370067279378,0.8429563409981223,11.521725574859177,8.0
7.788711791214485,0.3522257641757103,0.42438777318863513,3.199362448372145,0.07710969432971589,15.44515283514206,34.1065065715766,0.996607787341354,3.325516594067187,0.8243877731886351,12.488393015400558,8.0
8.215067791205866,0.3512298684494779,0.3377076830033316,1.8603348398045747,0.06753058752378419,36.446877572640474,79.15647082540528,0.9930384225567498,3.186258833016211,0.7053638043713079,12.672633524299355,8.0
7.378379381755356,0.3621620618244645,0.3010810309122322,1.8216206182446446,0.07205414435798199,16.783793817553555,24.54051545611612,0.9942472946383484,3.2389189690877678,0.7064861854733934,11.389189690877679,8.0
9.266975891539872,0.28345677147072407,0.4960185534923924,1.9146604821692024,0.07962808910108342,38.62808910108341,70.4814842793914,0.9940980404510454,3.088487568052099,0.6461265303861228,12.122530607722457,8.0
10.312632992854248,0.3294669532523043,0.5934648038600221,2.8813433638306503,0.07492004298784564,10.380064481768464,32.89339065046086,0.9980186566361694,3.108736700714575,0.8394669532523042,11.260021493922823,8.0
8.99617194039528,0.34067087710301885,0.5206392988303772,3.273480698605661,0.07660063156545284,12.90094734817925,35.134175420603775,0.9976265193013943,3.240382805960472,0.8506708771030189,12.100315782726417,8.0
10.03008866756285,0.3709347291386609,0.5174391625168034,2.265044333781426,0.07041869458277322,5.837389165546435,16.0,0.9961197679764451,3.175121674966393,0.6667477833109287,11.628041874159827,8.0
7.8315692609945025,0.5153649339580207,0.33452554087956016,2.4041969653923028,0.07572627704397801,9.231753302098966,17.958030346076974,0.9926018251195402,3.20547445912044,0.71726277043978,12.867335487381306,8.0
7.283748021953109,0.37641079905915253,0.3279460047042375,2.191424050178533,0.05863208068995483,15.0,29.957120250892665,0.9950286712809129,3.24435680376339,0.7719640031361583,11.479460047042375,8.0
12.15029813200405,0.31946740774728316,0.675029813200405,2.294674077472832,0.07152662961263585,5.763314806317921,25.923092482132976,0.9983449722094769,2.9439050022941613,0.7797635170740466,10.084022232418494,8.0
12.166160419838167,0.31369225174605814,0.696000363650622,2.3292288111120354,0.07255383776190873,6.830756642863083,29.73845034921163,0.998570771188888,2.923383958016183,0.8236922517460581,10.076918880954363,8.0
10.047021982114055,0.3704055630589358,0.5177566621646386,2.2735109910570275,0.07040811126117871,5.816222522357432,16.0,0.9961470729461589,3.174486675670723,0.6663244504471486,11.612166891768073,8.0
7.661658674922383,0.3814759928629655,0.40810475841615046,2.0700436493400627,0.06420261896040376,14.447162792895924,42.645416819293416,0.9941515277269022,3.4258166727717367,0.7680174597360251,12.529083363858684,8.0
11.082542217032639,0.32459094022084,0.5974361021449439,2.08327247823328,0.07258363760883361,9.210006848584802,27.540905977915997,0.9973838971920802,2.985054769590048,0.784981743469984,10.266910087066881,8.0
10.07383291564665,0.3259166506017942,0.5444500096389235,2.696333397592823,0.07481666987964115,5.481666987964116,16.481666987964115,0.9968146664096287,3.15,0.7800500867503112,11.33716689157488,8.0
8.902390072097804,0.37464148918532947,0.4542578903207833,2.1779875901222545,0.07253585108146705,6.0,13.889937950611273,0.9956287046117516,3.274402481975549,0.7769371457281185,11.7,8.0
